	DEPT	ТАЛЬБЛОК	НАГРУЗКА	ОБОРОТЫ_РОТОРА	СКОРОСТЬ_МЕХАНИЧЕСКАЯ	РАСХОД_НА_ВЫХОДЕ	ВЕС_НА_КРЮКЕ	СКОРОСТЬ_БУРЕНИЯ	ДАВЛЕНИЕ_НА_ВХОДЕ	ДМК	МОМЕНТ_РОТОРА
24022	4514.4	4.244	7.792	90.84	3.93	32.81	139.4	3.728	228.1	15.7	2.279
24023	4514.4	9.314	5.326	36.37	3.553	26.03	140.6	3.605	173.0	17.02	2.163
24024	4514.6	9.093	5.23	36.32	3.335	25.98	140.8	3.133	172.6	18.33	2.181
24025	4514.6	4.056	7.71	90.39	3.997	32.81	139.5	2.996	228.5	14.92	2.327
24026	4514.8	3.868	7.781	90.54	3.951	32.81	139.5	3.852	228.3	15.25	2.247
24027	4514.8	8.873	5.235	36.23	3.269	26.05	140.3	4.237	172.2	18.75	2.146
24028	4515.0	8.652	5.376	35.62	3.462	31.35	140.3	3.472	242.4	17.91	2.176
24029	4515.0	3.68	7.765	91.14	3.938	32.81	139.5	3.901	228.4	14.59	2.291
24030	4515.2	3.492	7.641	89.7	3.745	32.81	139.5	4.014	228.2	16.25	2.319
24031	4515.2	8.431	5.504	35.68	3.633	32.05	140.3	4.56	240.3	17.18	2.185
24032	4515.4	3.304	7.49	90.81	3.74	32.81	139.9	3.78	228.0	16.14	2.26
24033	4515.4	8.211	5.571	35.8	3.493	32.05	140.0	4.118	239.2	17.75	2.17
24034	4515.6	3.116	7.438	90.59	3.861	32.81	140.0	3.878	228.2	16.41	2.215
24035	4515.6	7.99	5.499	35.57	3.118	31.99	139.7	3.503	237.6	19.53	2.149
24036	4515.8	2.928	7.402	90.51	4.023	32.81	139.8	3.805	228.5	14.92	2.294
24037	4515.8	7.77	5.271	35.54	3.023	32.22	140.4	3.381	234.6	20.0	2.203
24038	4516.0	2.74	7.429	91.12	3.999	32.81	139.9	3.064	228.7	15.87	2.294
24039	4516.0	7.549	4.987	35.44	3.165	32.04	141.0	2.987	230.6	19.15	2.252
24040	4516.2	2.553	7.517	90.98	4.169	32.81	139.9	3.654	228.6	14.76	2.26
24041	4516.2	7.328	4.793	35.22	3.325	32.19	140.9	3.532	229.8	18.17	2.251
24042	4516.4	2.365	7.796	91.06	4.368	32.81	139.6	3.856	228.8	14.04	2.308
24043	4516.4	7.108	4.798	35.05	3.284	32.09	141.5	3.883	226.0	18.36	2.28
24044	4516.6	2.177	8.022	90.91	4.273	32.81	139.3	3.981	228.3	13.47	2.252
24045	4516.6	6.887	4.956	35.1	3.138	32.06	140.8	3.932	224.4	19.18	2.282
24046	4516.8	1.989	8.075	90.79	4.017	32.81	139.2	4.009	228.6	15.25	2.258
24047	4516.8	6.667	5.128	35.11	3.092	32.15	139.9	3.036	222.9	19.47	2.256
24048	4517.0	6.446	5.212	35.2	3.407	32.16	140.7	2.997	220.7	18.06	2.272
24049	4517.0	1.801	7.978	90.22	3.907	32.81	139.2	3.227	229.1	15.89	2.324
24050	4517.2	6.225	5.138	35.28	3.737	32.1	140.4	3.417	219.7	16.58	2.268
24051	4517.2	1.613	7.951	90.33	3.905	32.81	139.4	3.773	228.7	15.47	2.283
24052	4517.4	1.425	8.088	90.73	3.929	32.81	139.3	3.718	229.1	15.25	2.266
24053	4517.4	6.005	4.984	35.09	4.552	32.05	140.5	4.937	221.0	14.16	2.279
24054	4517.6	1.237	8.288	91.11	3.802	32.81	139.3	3.724	228.8	15.32	2.291
24055	4517.6	5.784	4.78	35.08	5.904	32.13	140.7	3.869	221.3	10.9	2.264
24056	4517.8	1.049	8.366	90.29	3.672	32.81	139.2	3.605	228.6	16.48	2.271
24057	4517.8	5.564	4.702	35.13	6.199	29.79	142.0	6.216	159.1	10.38	2.27
24058	4518.0	0.861	8.497	88.97	3.877	32.81	139.3	3.348	229.2	17.91	2.312
24059	4518.0	5.343	4.748	35.21	5.665	26.19	140.6	10.088	157.8	11.91	2.241
24060	4518.2	0.674	8.575	91.6	4.533	32.81	140.3	2.805	230.8	15.75	2.296
24061	4518.2	5.123	4.747	35.3	5.02	25.93	140.7	3.899	157.1	13.75	2.253
24062	4518.4	4.902	4.493	35.31	4.959	25.93	140.7	3.925	156.9	14.64	2.268
24063	4518.4	0.486	8.627	95.57	5.194	32.81	141.3	3.779	235.4	13.76	2.305
24064	4518.6	4.681	3.901	35.46	5.53	25.97	140.3	3.903	156.0	14.34	2.215
24065	4518.6	0.298	8.483	94.15	5.308	32.81	139.6	2.881	234.1	10.34	2.3
24066	4518.8	4.461	3.455	34.25	5.929	25.94	145.4	3.542	155.7	13.44	2.04
24067	4518.8	0.11	8.274	94.31	4.637	32.81	139.1	4.229	233.4	13.5	2.349
24068	4519.0	-0.078	8.457	94.55	4.428	32.81	138.8	3.852	232.8	13.87	2.338
24069	4519.0	4.24	3.348	35.1	6.302	25.94	142.1	10.896	157.7	11.47	2.228
24070	4519.2	4.02	3.752	35.13	6.871	25.98	141.8	5.952	158.3	8.86	2.24
24071	4519.2	9.333	8.732	93.98	4.147	32.81	138.7	3.77	232.7	14.72	2.362
24072	4519.4	9.12	8.941	93.84	4.647	32.81	138.7	2.784	231.9	12.5	2.346
24073	4519.4	3.799	4.12	35.0	6.402	25.93	141.3	6.349	158.4	11.32	2.279
24074	4519.6	8.906	8.68	94.4	4.845	32.81	138.6	3.25	231.6	12.2	2.334
24075	4519.6	3.578	4.335	34.86	6.831	25.93	140.9	7.411	161.9	16.32	2.248
24076	4519.8	8.693	8.471	94.62	4.739	32.81	138.5	3.194	231.2	12.93	2.308
24077	4519.8	3.358	4.362	35.15	7.353	26.85	140.5	3.571	173.0	17.81	2.266
24078	4520.0	8.479	8.366	94.5	4.716	32.81	138.6	3.783	231.2	13.13	2.343
24079	4520.0	3.137	4.761	38.44	7.575	26.82	143.7	2.96	171.2	15.45	2.253
24080	4520.2	8.266	8.407	94.42	4.77	32.81	138.5	3.673	230.8	12.82	2.324
24081	4520.2	2.917	5.787	43.75	7.824	26.84	140.5	10.119	175.9	13.31	2.235
24082	4520.4	2.696	6.934	43.99	6.594	26.86	137.4	12.649	175.2	12.51	2.275
24083	4520.4	8.052	8.263	94.25	4.832	32.81	138.4	3.618	230.9	11.65	2.338
24084	4520.6	2.475	7.656	44.23	5.244	26.87	137.1	3.594	174.0	12.45	2.176
24085	4520.6	7.839	8.148	93.37	4.576	32.81	138.6	4.456	230.6	13.56	2.313
24086	4520.8	7.625	7.979	93.77	4.578	32.81	138.7	3.912	230.6	13.55	2.324
24087	4520.8	2.255	7.693	44.37	5.418	26.85	139.0	3.09	179.6	12.19	2.208
24088	4521.0	2.034	7.617	44.45	5.305	27.77	137.8	8.577	184.0	12.39	2.24
24089	4521.0	7.411	7.902	92.76	4.532	32.81	138.6	3.327	229.8	13.61	2.347
24090	4521.2	7.198	7.674	93.1	4.465	32.81	138.6	3.009	230.2	14.08	2.38
24091	4521.2	1.814	7.658	44.37	5.288	29.04	137.8	3.711	188.1	12.28	2.21
24092	4521.4	1.593	7.828	44.28	5.206	29.19	138.5	5.826	187.9	12.02	2.174
24093	4521.4	6.984	7.51	93.14	4.414	32.81	138.9	2.92	230.3	14.63	2.342
24094	4521.6	1.373	8.037	44.27	5.293	29.23	137.2	6.019	189.5	11.37	2.235
24095	4521.6	6.771	7.322	94.03	4.878	32.81	139.3	3.338	230.6	14.04	2.344
24096	4521.8	6.557	7.388	94.27	5.227	32.81	139.2	2.761	230.3	11.59	2.34
24097	4521.8	1.152	8.118	44.49	5.318	29.22	137.4	5.104	189.8	11.3	2.194
24098	4522.0	6.344	7.44	94.2	5.408	32.81	139.2	3.252	230.3	10.7	2.311
24099	4522.0	0.931	8.191	44.49	5.349	29.15	137.7	6.285	190.4	11.33	2.163
24100	4522.2	6.13	7.54	94.38	5.381	32.81	139.2	3.333	229.6	10.96	2.327
24101	4522.2	0.711	8.327	44.55	5.382	29.16	137.7	5.808	189.7	11.41	2.157
24102	4522.4	5.917	7.574	92.85	5.06	32.81	139.1	3.485	229.4	12.05	2.318
24103	4522.4	0.49	8.475	44.66	4.962	29.15	137.0	5.36	191.2	12.43	2.191
24104	4522.6	5.703	7.545	92.86	4.616	32.81	138.9	3.867	229.9	12.95	2.324
24105	4522.6	0.27	8.412	44.62	4.209	29.16	136.3	5.707	192.4	14.23	2.112
24106	4522.8	0.049	7.972	44.58	4.015	29.17	138.0	4.39	193.5	14.53	2.061
24107	4522.8	5.49	7.635	93.57	4.492	32.81	139.1	4.024	230.4	13.22	2.361
24108	4523.0	-0.172	7.454	44.35	3.928	29.19	137.9	3.866	193.7	17.27	2.185
24109	4523.0	5.286	7.723	93.48	4.559	32.81	139.1	5.236	229.9	14.19	2.289
24110	4523.2	5.073	7.862	93.23	4.73	32.81	138.9	3.013	229.2	13.37	2.333
24111	4523.2	-0.392	7.295	8.07	3.89	29.15	139.9	2.967	193.1	19.03	0.372
24112	4523.4	4.855	7.964	92.92	4.82	32.81	138.7	4.242	229.9	13.17	2.332
24113	4523.4	9.804	7.82	0.0	4.293	29.19	139.4	3.778	192.8	16.1	0.0
24114	4523.6	4.636	8.012	92.52	4.626	32.81	138.4	3.75	229.4	12.33	2.319
24115	4523.6	9.576	8.74	0.0	4.36	29.17	136.2	6.74	192.3	14.15	0.0
24116	4523.8	9.348	9.42	0.0	4.193	29.16	135.0	5.028	193.3	14.93	0.0
24117	4523.8	4.423	8.006	92.85	4.353	32.81	138.3	3.733	230.0	13.8	2.352
24118	4524.0	9.12	9.242	0.0	4.176	29.17	133.4	2.626	194.8	20.02	0.0
24119	4524.0	4.219	7.897	92.92	4.231	32.81	138.9	3.893	229.8	14.89	2.325
24120	4524.2	3.996	7.756	93.66	4.133	32.81	138.9	4.013	229.6	14.54	2.332
24121	4524.2	8.892	8.629	0.0	4.221	29.13	139.9	2.734	196.2	23.48	0.0
24122	4524.4	8.664	8.122	0.08	5.261	29.1	138.7	6.505	197.2	17.71	0.0
24123	4524.4	3.792	7.693	92.99	4.219	32.81	139.0	3.64	229.9	13.27	2.352
24124	4524.6	8.436	8.28	0.0	6.285	29.13	136.7	7.735	198.4	14.09	0.0
24125	4524.6	3.569	7.601	92.62	4.268	32.81	139.0	4.0	229.7	14.68	2.344
24126	4524.8	3.355	7.583	93.71	4.233	32.81	139.0	3.662	230.1	14.19	2.363
24127	4524.8	8.208	8.925	0.0	6.371	29.17	137.3	4.882	198.1	15.99	0.0
24128	4525.0	3.156	7.51	94.04	4.088	32.81	139.2	3.556	229.6	15.87	2.31
24129	4525.0	7.98	9.681	0.0	5.905	29.13	137.0	2.092	197.3	16.08	0.0
24130	4525.2	2.938	7.529	94.01	3.99	32.81	139.2	3.067	229.8	13.7	2.304
24131	4525.2	7.753	10.151	0.0	5.524	29.15	134.5	6.585	196.4	16.57	0.0
24132	4525.4	2.715	7.443	93.91	4.085	32.81	139.2	3.032	230.1	14.92	2.333
24133	4525.4	7.525	10.052	0.0	5.098	29.16	133.8	5.144	196.5	18.08	0.0
24134	4525.6	7.297	9.762	0.0	4.766	29.11	139.1	2.54	196.8	19.0	0.0
24135	4525.6	2.506	7.255	92.37	4.321	32.81	139.3	4.094	229.6	14.2	2.288
24136	4525.8	7.069	9.578	0.0	4.788	29.15	136.8	7.098	195.0	18.78	0.0
24137	4525.8	2.311	7.173	93.8	4.459	32.81	139.6	4.308	229.8	14.0	2.286
24138	4526.0	6.841	9.897	0.0	5.013	29.19	136.1	5.371	194.8	16.15	0.0
24139	4526.0	2.083	7.284	94.26	4.572	32.81	139.5	3.926	229.5	13.07	2.293
24140	4526.2	1.86	7.485	93.93	4.717	32.81	139.1	4.644	229.8	12.77	2.345
24141	4526.2	6.645	10.459	0.0	5.297	29.15	135.3	8.016	195.4	14.41	0.0
24142	4526.4	6.417	11.261	0.0	6.255	29.14	135.9	3.93	197.7	11.7	0.0
24143	4526.4	1.656	7.581	93.5	4.517	32.81	139.2	3.022	229.8	14.71	2.33
24144	4526.6	6.167	12.158	0.0	7.244	29.14	133.8	10.16	198.2	8.24	0.0
24145	4526.6	1.438	7.615	93.7	4.401	32.81	139.2	3.086	229.7	14.09	2.315
24146	4526.8	1.239	7.715	93.1	4.417	32.81	139.1	3.0	229.8	14.38	2.337
24147	4526.8	5.936	13.208	0.0	7.226	29.17	132.6	8.386	197.4	7.88	0.0
24148	4527.0	1.006	7.709	93.11	4.38	32.81	139.0	2.642	229.8	12.55	2.335
24149	4527.0	5.706	14.08	0.0	6.167	29.03	132.1	6.165	195.6	10.08	0.0
24150	4527.2	5.492	14.336	0.0	5.045	29.13	130.8	4.229	195.4	12.29	0.0
24151	4527.2	0.83	7.658	93.18	4.209	32.81	138.9	3.089	229.9	14.6	2.34
24152	4527.4	5.25	13.525	0.0	4.575	29.15	129.4	5.003	194.1	14.14	0.0
24153	4527.4	0.584	7.6	92.95	4.179	32.81	139.0	2.982	229.9	14.02	2.325
24154	4527.6	0.365	7.581	92.73	4.26	32.81	139.2	2.626	230.2	14.64	2.343
24155	4527.6	5.033	11.784	0.0	4.293	29.16	134.1	4.296	194.5	15.02	0.0
24156	4527.8	0.157	7.52	92.03	4.39	32.81	139.0	2.95	230.7	13.69	2.361
24157	4527.8	4.797	9.835	40.59	4.372	29.18	138.9	4.595	195.7	14.63	2.183
24158	4528.0	9.647	7.591	92.62	4.15	32.81	139.2	2.658	230.0	16.65	2.352
24159	4528.0	4.583	8.447	43.31	4.989	29.07	138.1	6.293	197.0	12.61	2.341
24160	4528.2	9.457	7.873	96.65	3.954	32.81	138.9	3.456	234.4	16.32	2.351
24161	4528.2	4.344	7.821	43.3	5.578	29.13	138.4	5.921	196.9	10.78	2.353
24162	4528.4	9.271	8.157	97.49	4.103	32.81	138.4	4.785	234.5	15.95	2.378
24163	4528.4	4.11	7.729	43.14	5.604	29.13	138.7	5.378	195.1	10.82	2.361
24164	4528.6	3.902	7.844	43.07	5.385	29.13	138.3	4.987	194.9	11.52	2.311
24165	4528.6	9.114	8.18	97.13	4.458	32.81	138.4	4.608	233.6	13.41	2.381
24166	4528.8	8.911	8.03	97.63	4.625	32.81	138.0	3.8	233.0	12.76	2.375
24167	4528.8	3.671	7.949	43.21	5.216	29.17	137.8	7.384	196.1	11.96	2.316
24168	4529.0	8.717	7.968	97.6	5.284	32.81	138.0	3.722	232.6	12.69	2.351
24169	4529.0	3.443	7.982	43.26	4.808	29.15	138.1	4.576	197.6	12.87	2.312
24170	4529.2	3.221	7.896	43.17	4.359	29.14	138.5	4.098	198.7	13.87	2.317
24171	4529.2	8.548	8.141	97.61	6.002	32.81	138.1	4.342	232.6	10.38	2.313
24172	4529.4	8.366	8.003	98.68	5.565	32.81	138.0	3.929	231.3	11.75	2.334
24173	4529.4	2.97	7.928	43.03	4.637	29.13	137.8	5.366	199.1	13.07	2.277
24174	4529.6	2.743	7.883	43.32	4.89	29.15	138.5	5.749	199.5	12.35	2.293
24175	4529.6	8.167	7.811	98.1	4.619	32.81	138.0	3.545	232.3	12.36	2.364
24176	4529.8	2.515	7.907	43.63	4.89	29.15	137.7	4.784	198.4	12.35	2.298
24177	4529.8	7.977	7.478	97.53	4.219	32.81	138.3	4.087	231.3	14.34	2.346
24178	4530.0	2.298	7.776	43.73	4.714	29.12	138.6	5.244	197.5	12.82	2.308
24179	4530.0	7.799	7.661	97.13	4.731	32.81	138.3	4.14	231.3	12.74	2.374
24180	4530.2	7.593	7.857	96.96	5.137	32.81	137.7	3.802	231.1	11.28	2.345
24181	4530.2	2.076	7.724	43.87	4.557	29.12	138.4	5.206	196.4	13.23	2.284
24182	4530.4	1.853	7.658	43.54	4.822	29.17	138.3	5.719	197.5	12.61	2.295
24183	4530.4	7.402	8.141	97.05	5.131	32.81	137.9	3.912	230.6	11.07	2.313
24184	4530.6	7.246	8.112	97.04	4.558	32.81	137.8	4.443	231.2	13.38	2.347
24185	4530.6	1.609	7.703	43.59	5.077	29.13	138.6	5.463	198.5	12.03	2.22
24186	4530.8	1.383	7.781	44.11	5.036	29.1	138.4	7.396	199.2	12.14	2.245
24187	4530.8	7.039	8.096	98.17	4.297	32.81	137.9	2.836	230.5	14.22	2.294
24188	4531.0	1.153	7.828	44.03	4.707	29.16	137.9	4.965	199.2	13.06	2.259
24189	4531.0	6.857	7.612	97.85	4.045	32.81	137.6	2.969	230.8	16.67	2.315
24190	4531.2	6.675	7.347	97.42	4.029	32.81	138.4	3.195	230.4	14.93	2.309
24191	4531.2	0.925	7.847	44.09	4.368	29.17	138.3	4.063	197.9	13.95	2.27
24192	4531.4	0.697	7.904	44.11	4.764	29.03	138.6	4.516	198.2	12.95	2.267
24193	4531.4	6.472	7.063	97.52	4.34	32.81	138.4	3.879	230.3	15.13	2.326
24194	4531.6	0.475	7.729	44.1	4.97	29.04	137.8	6.604	197.4	12.61	2.304
24195	4531.6	6.302	7.424	97.13	4.654	32.81	138.4	3.556	230.6	12.19	2.363
24196	4531.8	0.235	7.175	44.55	4.846	29.16	137.7	6.495	196.3	13.05	2.295
24197	4531.8	6.111	7.521	96.32	4.663	32.81	138.1	3.267	230.3	13.7	2.316
24198	4532.0	5.928	7.582	96.92	4.602	32.81	138.1	3.067	229.9	14.68	2.335
24199	4532.0	9.961	6.211	42.8	4.639	29.05	141.0	3.208	195.0	13.5	2.304
24200	4532.2	9.766	5.524	41.54	4.464	29.1	141.1	3.713	194.3	13.88	2.264
24201	4532.2	5.738	7.454	97.46	4.532	32.81	138.6	3.956	229.0	14.89	2.347
24202	4532.4	5.555	7.399	97.65	4.396	32.81	138.3	4.237	230.2	13.93	2.315
24203	4532.4	9.551	5.229	41.62	4.291	29.13	140.7	4.147	194.4	14.74	2.288
24204	4532.6	9.341	5.216	41.39	3.872	29.19	140.9	3.275	193.4	15.69	2.276
24205	4532.6	5.369	7.314	97.15	4.171	32.81	138.3	4.681	229.3	13.06	2.323
24206	4532.8	9.18	5.135	41.28	3.712	29.15	140.8	4.032	192.0	15.77	2.322
24207	4532.8	5.182	7.156	97.98	4.081	32.81	138.7	2.872	229.5	14.85	2.333
24208	4533.0	5.008	7.333	97.91	4.37	32.81	138.7	3.12	228.5	13.88	2.367
24209	4533.0	8.955	5.038	41.53	3.957	29.2	141.3	4.169	191.8	15.73	2.274
24210	4533.2	4.797	7.493	97.55	4.682	32.81	138.3	3.273	228.2	13.45	2.331
24211	4533.2	8.743	5.01	41.66	4.207	29.15	141.3	3.739	190.6	15.65	2.308
24212	4533.4	4.619	7.562	97.82	4.648	32.81	138.2	2.987	228.4	13.73	2.364
24213	4533.4	8.515	5.042	41.92	4.148	29.18	141.0	4.426	191.7	15.64	2.299
24214	4533.6	8.318	5.011	42.17	4.135	29.18	140.6	4.086	192.1	15.33	2.271
24215	4533.6	4.428	7.484	98.04	4.512	32.81	138.3	2.872	228.4	14.21	2.348
24216	4533.8	8.103	4.945	41.98	4.171	29.12	141.5	4.215	191.8	15.1	2.323
24217	4533.8	4.245	7.6	98.56	4.539	32.81	138.6	2.958	228.1	13.73	2.348
24218	4534.0	4.055	7.778	97.82	4.624	32.81	138.3	3.28	228.0	11.71	2.35
24219	4534.0	7.898	4.881	42.11	4.359	29.12	141.2	4.975	190.1	14.43	2.291
24220	4534.2	3.88	8.066	97.86	4.443	32.81	138.0	3.4	228.0	14.65	2.339
24221	4534.2	7.724	4.961	42.28	4.54	29.11	141.5	4.185	189.3	13.73	2.324
24222	4534.4	7.503	5.011	41.79	4.313	29.15	141.0	3.744	189.2	14.45	2.322
24223	4534.4	3.682	7.823	97.52	3.784	32.81	137.4	2.776	228.2	17.74	2.358
24224	4534.6	3.491	7.552	98.23	3.478	32.81	138.0	2.635	228.2	18.35	2.343
24225	4534.6	7.301	5.079	41.45	4.078	29.12	140.6	5.261	188.5	15.2	2.323
24226	4534.8	3.3	7.017	98.14	3.7	32.81	138.9	2.963	228.2	17.05	2.343
24227	4534.8	7.085	4.986	41.32	4.115	29.17	141.7	2.866	187.5	15.09	2.33
24228	4535.0	3.114	7.047	98.37	4.144	32.81	138.8	2.883	227.6	14.54	2.337
24229	4535.0	6.896	5.012	41.24	4.349	29.18	140.8	3.265	186.9	14.13	2.312
24230	4535.2	2.931	7.263	98.88	4.509	32.81	138.8	2.65	227.7	13.93	2.304
24231	4535.2	6.667	4.876	41.07	4.629	29.16	141.2	4.395	186.7	12.97	2.314
24232	4535.4	6.472	4.712	41.28	4.171	29.17	141.1	4.009	186.1	14.71	2.312
24233	4535.4	2.761	7.591	98.63	4.37	32.81	138.6	3.331	228.4	14.09	2.384
24234	4535.6	6.259	4.44	41.33	3.521	29.12	142.0	3.224	185.3	17.24	2.318
24235	4535.6	2.554	7.774	98.42	3.97	32.81	138.5	3.072	228.6	14.27	2.366
24236	4535.8	2.376	7.75	97.44	3.736	32.81	138.4	3.497	228.5	16.49	2.343
24237	4535.8	6.047	4.346	41.48	3.42	29.12	142.1	4.519	184.5	17.65	2.321
24238	4536.0	2.181	7.662	97.74	3.665	32.81	138.6	2.882	228.7	16.1	2.355
24239	4536.0	5.854	4.354	41.43	3.605	29.16	141.5	3.819	184.6	16.97	2.33
24240	4536.2	5.631	4.434	41.56	3.865	29.18	141.6	4.51	184.9	15.99	2.321
24241	4536.2	1.995	7.576	98.08	3.64	32.81	138.8	3.496	228.8	16.86	2.352
24242	4536.4	5.426	4.469	41.61	4.073	29.1	142.1	4.209	185.1	15.25	2.306
24243	4536.4	1.806	7.549	98.19	3.837	32.81	138.9	3.831	228.6	15.72	2.353
24244	4536.6	5.231	4.567	41.61	4.477	29.21	141.3	4.366	184.5	14.18	2.326
24245	4536.6	1.623	7.598	98.1	4.178	32.81	138.8	4.053	228.8	14.34	2.364
24246	4536.8	5.012	4.573	41.44	4.605	29.23	141.7	4.1	183.8	13.93	2.33
24247	4536.8	1.433	7.656	97.79	4.265	32.81	138.8	4.269	228.6	13.94	2.354
24248	4537.0	1.249	7.736	97.9	4.171	32.81	138.7	4.3	228.6	14.1	2.37
24249	4537.0	4.81	4.55	41.44	4.487	29.18	141.5	5.731	184.2	14.48	2.328
24250	4537.2	4.6	4.493	41.36	4.383	29.1	141.9	3.91	183.3	14.97	2.313
24251	4537.2	1.06	7.77	98.06	4.02	32.81	138.6	4.209	228.9	15.53	2.356
24252	4537.4	0.875	7.847	98.31	3.823	32.81	138.5	4.044	228.4	16.03	2.349
24253	4537.4	4.392	4.532	41.49	4.357	29.1	141.9	4.836	183.1	14.88	2.312
24254	4537.6	0.686	7.847	97.81	3.511	32.81	138.5	3.424	228.6	16.52	2.358
24255	4537.6	4.195	4.574	41.24	4.334	29.19	141.2	5.414	182.6	14.82	2.319
24256	4537.8	0.501	7.852	97.89	3.327	32.81	138.5	3.734	228.4	16.59	2.351
24257	4537.8	4.006	4.508	41.39	4.32	29.21	141.6	3.831	183.4	14.9	2.29
24258	4538.0	0.314	7.829	97.85	3.07	32.81	138.6	3.683	228.2	21.96	2.348
24259	4538.0	3.77	4.362	41.35	3.968	29.09	142.1	3.84	182.5	15.74	2.316
24260	4538.2	9.804	7.907	93.24	2.866	32.81	138.6	2.65	229.0	20.96	2.337
24261	4538.2	3.581	4.25	41.32	3.708	29.14	141.8	4.123	181.9	16.33	2.325
24262	4538.4	3.37	4.184	41.41	3.822	29.21	142.0	3.93	181.2	15.99	2.313
24263	4538.4	9.604	7.844	93.2	2.996	32.81	138.4	4.518	228.3	25.85	2.344
24264	4538.6	9.405	7.756	94.05	3.004	32.81	138.4	2.88	227.8	20.67	2.352
24265	4538.6	3.155	4.085	41.48	3.723	29.14	142.1	4.43	180.9	16.64	2.327
24266	4538.8	2.946	3.858	41.48	3.64	29.17	142.1	4.327	179.8	17.05	2.325
24267	4538.8	9.21	7.575	95.07	2.949	32.81	138.9	3.778	226.8	23.2	2.357
24268	4539.0	2.762	3.215	41.48	3.96	29.17	142.8	3.457	179.1	17.22	2.302
24269	4539.0	9.01	7.637	94.8	3.325	32.81	138.6	3.491	226.4	16.75	2.323
24270	4539.2	2.538	2.498	41.45	4.158	29.1	143.2	5.249	178.7	17.8	2.36
24271	4539.2	8.809	7.782	95.85	3.717	32.81	138.6	4.409	225.9	16.36	2.361
24272	4539.4	8.612	7.966	95.98	3.819	32.81	138.6	4.304	225.7	15.84	2.365
24273	4539.4	2.375	1.947	31.4	5.516	29.2	146.7	4.051	178.5	14.61	1.761
24274	4539.6	8.415	7.874	96.87	3.866	32.81	138.6	3.226	225.4	17.03	2.33
24275	4539.6	2.126	2.501	42.02	6.655	29.22	144.1	8.002	179.1	11.07	2.306
24276	4539.8	1.959	2.752	42.21	6.436	29.22	142.8	6.454	179.5	10.94	2.337
24277	4539.8	8.214	7.813	97.24	3.901	32.81	138.9	3.931	225.1	16.21	2.332
24278	4539.9	1.759	2.941	42.18	6.436	29.13	143.0	3.344	179.4	10.94	2.315
24279	4540.0	8.017	7.852	97.45	3.871	32.81	138.7	4.629	224.9	14.54	2.365
24280	4540.2	1.526	3.513	42.03	3.935	29.11	142.4	6.007	179.4	15.32	2.328
24281	4540.2	7.816	7.891	96.9	3.761	32.81	138.3	4.273	224.9	15.99	2.344
24282	4540.4	1.296	3.492	42.02	3.928	29.15	142.7	5.989	178.2	15.46	2.308
24283	4540.4	7.63	7.763	96.76	3.589	32.81	138.6	3.304	224.9	17.77	2.282
24284	4540.6	1.088	3.424	41.99	4.112	29.19	142.9	5.235	177.0	14.95	2.324
24285	4540.6	7.424	7.53	97.14	3.687	32.81	138.7	3.718	224.7	18.38	2.297
24286	4540.8	0.903	3.372	42.12	4.191	29.22	142.8	4.689	176.6	14.71	2.318
24287	4540.8	7.228	7.557	97.04	3.894	32.81	139.0	4.248	224.7	16.09	2.348
24288	4541.0	0.693	3.514	42.03	5.051	29.15	143.0	4.558	177.5	13.1	2.318
24289	4541.0	7.022	7.693	96.29	4.351	32.81	138.8	4.72	225.0	13.76	2.343
24290	4541.2	0.47	3.732	40.91	6.035	29.13	142.6	4.622	178.5	11.44	2.299
24291	4541.2	6.825	7.838	95.67	4.805	32.81	138.5	4.774	224.1	12.51	2.321
24292	4541.3	0.319	3.732	40.29	6.035	29.17	142.6	9.564	178.5	11.44	2.309
24293	4541.4	6.625	7.905	95.92	4.763	32.81	138.5	4.281	224.6	13.02	2.338
24294	4541.6	0.078	4.216	40.13	4.479	29.14	141.6	5.327	186.7	15.87	2.308
24295	4541.6	6.426	8.001	95.85	4.489	32.81	138.3	4.29	224.8	12.85	2.356
24296	4541.8	10.196	4.481	39.87	4.165	29.04	148.1	3.718	193.6	16.36	2.339
24297	4541.8	6.229	7.955	96.01	4.257	32.81	138.3	4.606	224.6	15.23	2.367
24298	4542.0	9.99	4.597	40.59	3.779	28.98	147.8	4.261	201.0	17.46	2.334
24299	4542.0	6.028	7.901	96.34	3.865	32.81	138.6	3.221	224.5	15.7	2.33
24300	4542.2	5.831	7.741	96.75	3.495	32.81	138.6	3.936	224.7	17.54	2.312
24301	4542.2	9.784	4.497	41.11	3.441	29.06	148.0	2.588	200.5	18.54	2.328
24302	4542.4	5.638	7.835	96.85	3.692	32.81	138.6	3.521	224.8	15.64	2.353
24303	4542.4	9.579	4.419	41.03	3.085	29.04	148.2	3.575	200.4	20.16	2.329
24304	4542.6	9.378	4.354	41.08	2.603	29.04	148.0	2.798	199.3	21.99	2.341
24305	4542.6	5.432	7.809	96.19	3.902	32.81	138.6	2.856	224.8	15.67	2.333
24306	4542.8	5.235	7.849	96.25	3.921	32.81	138.5	4.218	224.8	15.04	2.357
24307	4542.8	9.176	4.276	41.15	2.531	29.01	148.2	2.982	198.9	22.07	2.334
24308	4543.0	5.037	7.828	96.17	3.803	32.81	138.6	4.05	224.8	16.0	2.325
